"key","base","as","bn","de","es","fr","gu","hi","id","it","ja","kn","ko","ml","mr","ms","nl","or","pa","pl","pt","ru","si","ta","te","th","tr","uk","ur","vi","zh"
"warningsLabel","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings","Warnings"
"warningsSummaryLabel","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures.","Signals that deserve review before they escalate into user-facing failures."
"whenLabel","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When","When"
"signInLabel","Sign In","","","","","","","","","","","","","","","Log Masuk","","","","","","","","\u0B89\u0BB3\u0BCD\u0BA8\u0BC1\u0BB4\u0BC8","","","","","","","\u767B\u5F55"
"usernameLabel","Username","","","","","","","","","","","","","","","Nama Pengguna","","","","","","","","\u0BAA\u0BAF\u0BA9\u0BB0\u0BCD \u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u7528\u6237\u540D"
"passwordLabel","Password","","","","","","","","","","","","","","","Kata Laluan","","","","","","","","\u0B95\u0B9F\u0BB5\u0BC1\u0B9A\u0BCD\u0B9A\u0BCA\u0BB2\u0BCD","","","","","","","\u5BC6\u7801"
"forgotPasswordText","Forgot Password? ","","","","","","","","","","","","","","","Lupa Kata Laluan?","","","","","","","","\u0B95\u0B9F\u0BB5\u0BC1\u0B9A\u0BCD\u0B9A\u0BCA\u0BB2\u0BCD \u0BAE\u0BB1\u0BA8\u0BCD\u0BA4\u0BC1\u0BB5\u0BBF\u0B9F\u0BCD\u0B9F\u0BC0\u0B99\u0BCD\u0B95\u0BB3\u0BBE?","","","","","","","\u5FD8\u8BB0\u5BC6\u7801\uFF1F"
"refreshInText","Refresh In","","","","","","","","","","","","","","","Muat Semula Dalam","","","","","","","","\u0BAA\u0BC1\u0BA4\u0BC1\u0BAA\u0BCD\u0BAA\u0BBF\u0B95\u0BCD\u0B95","","","","","","","\u5237\u65B0\u4E2D"
"secondsLabel","Seconds","","","","","","","","","","","","","","","Saat","","","","","","","","\u0BB5\u0BBF\u0BA9\u0BBE\u0B9F\u0BBF\u0B95\u0BB3\u0BCD","","","","","","","\u79D2"
"licenseLabel","License","","","","","","","","","","","","","","","Lesen","","","","","","","","\u0B89\u0BB0\u0BBF\u0BAE\u0BAE\u0BCD","","","","","","","\u6388\u6743"
"clinicManagementLabel","Clinic Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"userProfileLabel","User Profile","","","","","","","","","","","","","","","Profil Pengguna","","","","","","","","\u0BAA\u0BAF\u0BA9\u0BB0\u0BCD \u0B9A\u0BC1\u0BAF\u0BB5\u0BBF\u0BB5\u0BB0\u0BAE\u0BCD","","","","","","","\u7528\u6237\u8D44\u6599"
"modulesRoleDefinitionLabel","Modules Role Definition","","","","","","","","","","","","","","","Definisi Peranan Modul","","","","","","","","\u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD \u0BAA\u0B99\u0BCD\u0B95\u0BC1 \u0BB5\u0BB0\u0BC8\u0BAF\u0BB1\u0BC8","","","","","","","\u6A21\u5757\u89D2\u8272\u5B9A\u4E49"
"roleAdministrationLabel","Role Administration","","","","","","","","","","","","","","","Pentadbiran Peranan","","","","","","","","\u0BAA\u0B99\u0BCD\u0B95\u0BC1 \u0BA8\u0BBF\u0BB0\u0BCD\u0BB5\u0BBE\u0B95\u0BAE\u0BCD","","","","","","","\u89D2\u8272\u7BA1\u7406"
"manageRoleLabel","Manage Role","","","","","","","","","","","","","","","Manage Role","","","","","","","","Manage Role","","","","","","","Manage Role"
"changePasswordLabel","Change Password","","","","","","","","","","","","","","","Tukar Kata Laluan","","","","","","","","\u0B95\u0B9F\u0BB5\u0BC1\u0B9A\u0BCD\u0B9A\u0BCA\u0BB2\u0BCD\u0BB2\u0BC8 \u0BAE\u0B9F\u0BCD\u0B9F\u0BC1","","","","","","","\u4FEE\u6539\u5BC6\u7801"
"branchLabel","Branch","","","","","","","","","","","","","","","Cawangan","","","","","","","","\u0B95\u0BBF\u0BB3\u0BC8","","","","","","","\u5206\u652F"
"departmentLabel","Department","","","","","","","","","","","","","","","Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8","","","","","","","\u90E8\u95E8"
"designationLabel","Designation","","","","","","","","","","","","","","","Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF","","","","","","","\u804C\u79F0"
"countryLabel","Country","","","","","","","","","","","","","","","Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BC1","","","","","","","\u56FD\u5BB6"
"stateLabel","State","","","","","","","","","","","","","","","Negeri","","","","","","","","\u0BAE\u0BBE\u0BA9\u0BBF\u0BB2\u0BAE\u0BCD","","","","","","","\u7701\u4EFD"
"cityLabel","City","","","","","","","","","","","","","","","Bandar","","","","","","","","\u0BA8\u0B95\u0BB0\u0BAE\u0BCD","","","","","","","\u57CE\u5E02"
"regionLabel","Region","","","","","","","","","","","","","","","Wilayah","","","","","","","","\u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0BAE\u0BCD","","","","","","","\u5730\u533A"
"subregionLabel","Subregion","","","","","","","","","","","","","","","Sub Wilayah","","","","","","","","\u0B89\u0BAA \u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0BAE\u0BCD","","","","","","","\u5C0F\u5730\u533A"
"currencyLabel","Currency","","","","","","","","","","","","","","","Mata Wang","","","","","","","","\u0BA8\u0BBE\u0BA3\u0BAF\u0BAE\u0BCD","","","","","","","\u8D27\u5E01"
"notificationSettingsLabel","Notification Settings","","","","","","","","","","","","","","","Tetapan Pemberitahuan","","","","","","","","\u0B85\u0BB1\u0BBF\u0BB5\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1 \u0B85\u0BAE\u0BC8\u0BAA\u0BCD\u0BAA\u0BC1\u0B95\u0BB3\u0BCD","","","","","","","\u901A\u77E5\u8BBE\u7F6E"
"roleLabel","Role","","","","","","","","","","","","","","","Peranan","","","","","","","","\u0BAA\u0B99\u0BCD\u0B95\u0BC1","","","","","","","\u89D2\u8272"
"roleIdLabel","Role Id","","","","","","","","","","","","","","","Role Id","","","","","","","","Role Id","","","","","","","Role Id"
"roleNameLabel","Role Name","","","","","","","","","","","","","","","Role Name","","","","","","","","Role Name","","","","","","","Role Name"
"roleDetailsLabel","Role Details","","","","","","","","","","","","","","","Role Details","","","","","","","","Role Details","","","","","","","Role Details"
"searchRoleLabel","Search Role","","","","","","","","","","","","","","","Search Role","","","","","","","","Search Role","","","","","","","Search Role"
"deleteTheRoleLabel","Delete the Role","","","","","","","","","","","","","","","Delete the Role","","","","","","","","Delete the Role","","","","","","","Delete the Role"
"accessRightLabel","Access Right","","","","","","","","","","","","","","","Hak Akses","","","","","","","","\u0B85\u0BA3\u0BC1\u0B95\u0BB2\u0BC1\u0BAE\u0BCD \u0B89\u0BB0\u0BBF\u0BAE\u0BC8","","","","","","","\u8BBF\u95EE\u6743\u9650"
"emailIDLabel","Email ID","","","","","","","","","","","","","","","ID E-mel","","","","","","","","\u0BAE\u0BBF\u0BA9\u0BCD\u0BA9\u0BAE\u0BCD\u0B9C\u0BB2\u0BCD \u0B90\u0B9F\u0BBF","","","","","","","\u7535\u5B50\u90AE\u4EF6ID"
"contactLabel","Contact","","","","","","","","","","","","","","","Hubungi","","","","","","","","\u0BA4\u0BCA\u0B9F\u0BB0\u0BCD\u0BAA\u0BC1","","","","","","","\u8054\u7CFB\u4EBA"
"fetchUserActivitiesLabel","Fetch User Activities","","","","","","","","","","","","","","","Ambil Aktiviti Pengguna","","","","","","","","\u0BAA\u0BAF\u0BA9\u0BB0\u0BCD \u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1\u0B95\u0BB3\u0BCD \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u7528\u6237\u6D3B\u52A8"
"noOfRecordsLabel","Number of Records","","","","","","","","","","","","","","","Bilangan Rekod","","","","","","","","\u0BAA\u0BA4\u0BBF\u0BB5\u0BC1\u0B95\u0BB3\u0BCD \u0B8E\u0BB3\u0BC1\u0BA4\u0BCD\u0BA4\u0BC1","","","","","","","\u8BB0\u5F55\u6570\u91CF"
"activityTypeLabel","Activity Type","","","","","","","","","","","","","","","Jenis Aktiviti","","","","","","","","\u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1 \u0B95\u0BB2\u0BAE\u0BCD","","","","","","","\u6D3B\u52A8\u7C7B\u578B"
"activityDescriptionLabel","Activity Description","","","","","","","","","","","","","","","Keterangan Aktiviti","","","","","","","","\u0B9A\u0BC6\u0BAF\u0BB2\u0BCD\u0BAA\u0B9F\u0BCD\u0B9F\u0BC1 \u0BB5\u0BBF\u0BB3\u0B95\u0BCD\u0B95\u0BAE\u0BCD","","","","","","","\u6D3B\u52A8\u63CF\u8FF0"
"ipAddressLabel","IP Address","","","","","","","","","","","","","","","Alamat IP","","","","","","","","IP \u0BAE\u0BC1\u0B95\u0BB5\u0BB0\u0BBF","","","","","","","IP\u5730\u5740"
"deviceInfoLabel","Device Info","","","","","","","","","","","","","","","Maklumat Peranti","","","","","","","","\u0B9A\u0BA4\u0BA9 \u0BA4\u0B95\u0BB5\u0BB2\u0BCD","","","","","","","\u8BBE\u5907\u4FE1\u606F"
"browserInfoLabel","Browser Info","","","","","","","","","","","","","","","Maklumat Pelayar","","","","","","","","\u0B89\u0BB2\u0BBE\u0BB5\u0BBF \u0BA4\u0B95\u0BB5\u0BB2\u0BCD","","","","","","","\u6D4F\u89C8\u5668\u4FE1\u606F"
"createLabel","Create","","","","","","","","","","","","","","","Cipta","","","","","","","","\u0B89\u0BB0\u0BC1\u0BB5\u0BBE\u0B95\u0BCD\u0B95\u0BC1","","","","","","","\u521B\u5EFA"
"editLabel","Edit","","","","","","","","","","","","","","","Sunting","","","","","","","","\u0BA4\u0BC6\u0B95\u0BC1","","","","","","","\u7F16\u8F91"
"moduleLabel","Module","","","","","","","","","","","","","","","Modul","","","","","","","","\u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD","","","","","","","\u6A21\u5757"
"modulesLabel","Modules","","","","","","","","","","","","","","","Modul-Modul","","","","","","","","\u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD\u0B95\u0BB3\u0BCD","","","","","","","\u6A21\u5757"
"submoduleLabel","Sub Module","","","","","","","","","","","","","","","Sub Modul","","","","","","","","\u0B89\u0BAA \u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD","","","","","","","\u5B50\u6A21\u5757"
"submodulesLabel","Sub Modules","","","","","","","","","","","","","","","Sub Modul-Modul","","","","","","","","\u0B89\u0BAA \u0BA4\u0BC1\u0BB3\u0B95\u0BAE\u0BCD\u0B95\u0BB3\u0BCD","","","","","","","\u5B50\u6A21\u5757"
"privilegesLabel","Privileges","","","","","","","","","","","","","","","Keistimewaan","","","","","","","","\u0B9A\u0BB2\u0BC1\u0B95\u0BC8\u0B95\u0BB3\u0BCD","","","","","","","\u6743\u9650"
"viewLabel","View","","","","","","","","","","","","","","","Lihat","","","","","","","","\u0B95\u0BBE\u0BA3\u0BCD\u0B95","","","","","","","\u67E5\u770B"
"exportLabel","Export","","","","","","","","","","","","","","","Eksport","","","","","","","","\u0B8F\u0B9F\u0BCD\u0B9F\u0BC1\u0BAE\u0BA4\u0BBF \u0B9A\u0BC6\u0BAF","","","","","","","\u5BFC\u51FA"
"printLabel","Print","","","","","","","","","","","","","","","Cetak","","","","","","","","\u0B85\u0B9A\u0BCD\u0B9A\u0BBF\u0B9F\u0BC1","","","","","","","\u6253\u5370"
"emailLabel","Email","","","","","","","","","","","","","","","E-mel","","","","","","","","\u0BAE\u0BBF\u0BA9\u0BCD\u0BA9\u0BAE\u0BCD\u0B9C\u0BB2\u0BCD","","","","","","","\u7535\u5B50\u90AE\u4EF6"
"prepareLabel","Prepare","","","","","","","","","","","","","","","Sediakan","","","","","","","","\u0BA4\u0BAF\u0BBE\u0BB0\u0BCD \u0B9A\u0BC6\u0BAF\u0BCD","","","","","","","\u51C6\u5907"
"approveLabel","Approve","","","","","","","","","","","","","","","Luluskan","","","","","","","","\u0B92\u0BAA\u0BCD\u0BAA\u0BC1\u0BA4\u0BB2\u0BCD","","","","","","","\u6279\u51C6"
"rejectLabel","Reject","","","","","","","","","","","","","","","Tolak","","","","","","","","\u0BAE\u0BB1\u0BC1\u0B95\u0BCD\u0B95\u0BB5\u0BC1\u0BAE\u0BCD","","","","","","","\u62D2\u7EDD"
"saveLabel","Save","","","","","","","","","","","","","","","Simpan","","","","","","","","\u0B9A\u0BC7\u0BAE\u0BBF","","","","","","","\u4FDD\u5B58"
"updateLabel","Update","","","","","","","","","","","","","","","Kemas Kini","","","","","","","","\u0BAA\u0BC1\u0BA4\u0BC1\u0BAA\u0BCD\u0BAA\u0BBF","","","","","","","\u66F4\u65B0"
"newLabel","New","","","","","","","","","","","","","","","Baru","","","","","","","","\u0BAA\u0BC1\u0BA4\u0BBF\u0BAF\u0BA4\u0BC1","","","","","","","\u65B0"
"fetchRolesLabel","Fetch Roles","","","","","","","","","","","","","","","Ambil Peranan","","","","","","","","\u0BAA\u0B99\u0BCD\u0B95\u0BC1\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u89D2\u8272"
"fetchOrganizationsLabel","Fetch Organizations","","","","","","","","","","","","","","","Ambil Organisasi","","","","","","","","\u0BA8\u0BBF\u0BB1\u0BC1\u0BB5\u0BA9\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u7EC4\u7EC7"
"fetchBranchesLabel","Fetch Branches","","","","","","","","","","","","","","","Ambil Cawangan","","","","","","","","\u0B95\u0BBF\u0BB3\u0BC8\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u5206\u652F"
"fetchDepartmentsLabel","Fetch Departments","","","","","","","","","","","","","","","Ambil Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u90E8\u95E8"
"fetchDesignationsLabel","Fetch Designations","","","","","","","","","","","","","","","Ambil Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u804C\u79F0"
"fetchCountriesLabel","Fetch Countries","","","","","","","","","","","","","","","Ambil Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BC1\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u56FD\u5BB6"
"fetchStatesLabel","Fetch States/Districts","","","","","","","","","","","","","","","Ambil Negeri/Daerah","","","","","","","","\u0BAE\u0BBE\u0BA9\u0BBF\u0BB2\u0B99\u0BCD\u0B95\u0BB3\u0BC8/\u0BAE\u0BBE\u0BB5\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u7701/\u533A"
"fetchCitiesLabel","Fetch Cities","","","","","","","","","","","","","","","Ambil Bandar","","","","","","","","\u0BA8\u0B95\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u57CE\u5E02"
"fetchRegionsLabel","Fetch Regions","","","","","","","","","","","","","","","Ambil Wilayah","","","","","","","","\u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u5730\u533A"
"fetchSubregionsLabel","Fetch Subregions","","","","","","","","","","","","","","","Ambil Sub Wilayah","","","","","","","","\u0B89\u0BAA \u0BAA\u0BBF\u0BB0\u0BBE\u0BA8\u0BCD\u0BA4\u0BBF\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u5C0F\u5730\u533A"
"fetchCurrenciesLabel","Fetch Currencies","","","","","","","","","","","","","","","Ambil Mata Wang","","","","","","","","\u0BA8\u0BBE\u0BA3\u0BAF\u0B99\u0BCD\u0B95\u0BB3\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u8D27\u5E01"
"fetchNotificationSettingLabel","Fetch Notification Setting","","","","","","","","","","","","","","","Ambil Tetapan Pemberitahuan","","","","","","","","\u0B85\u0BB1\u0BBF\u0BB5\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1 \u0B85\u0BAE\u0BC8\u0BAA\u0BCD\u0BAA\u0BC1\u0BAE\u0BC8 \u0BAA\u0BC6\u0BB1\u0BC1\u0B95","","","","","","","\u83B7\u53D6\u901A\u77E5\u8BBE\u7F6E"
"organizationIdLabel","Organization Id","","","","","","","","","","","","","","","ID Organisasi","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","","","","","","",""
"searchOrganizationLabel","Search Organization","","","","","","","","","","","","","","","Cari Organisasi","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","","","","","","","\u641C\u7D22\u7EC4\u7EC7"
"flagLabel","Flag","","","","","","","","","","","","","","","Bendera","","","","","","","","\u0BAA\u0BA4\u0BAE\u0BCD","","","","","","","\u65D7\u5E1C"
"phoneNumberLabel","Phone Number","","","","","","","","","","","","","","","Nombor Telefon","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","","","","","","","\u7535\u8BDD\u53F7\u7801"
"websiteLabel","Website","","","","","","","","","","","","","","","Laman Web","","","","","","","","\u0B87\u0BA8\u0BCD\u0B9F\u0BB0\u0BCD\u0BA8\u0BC7\u0B9F \u0BAE\u0BC1\u0BA9\u0BCD","","","","","","","\u7F51\u7AD9"
"organizationDetailsLabel","Organization Details","","","","","","","","","","","","","","","Butiran Organisasi","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0B95\u0BC1\u0BB1\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1\u0BB1\u0B95\u0BB3\u0BCD","","","","","","","\u7EC4\u7EC7\u8BE6\u60C5"
"deleteTheOrganizationLabel","Delete the Organization","","","","","","","","","","","","","","","Padam Organisasi","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","","","","","","","\u5220\u9664\u7EC4\u7EC7"
"branchIdLabel","Branch Id","","","","","","","","","","","","","","","ID Cawangan","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD \u0BA8\u0BA9\u0BCD\u0BAA\u0BB0\u0BCD","","","","","","","\u5206\u652F\u673A\u6784\u7F16\u53F7"
"branchNameLabel","Branch Name","","","","","","","","","","","","","","","Nama Cawangan","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BAA\u0BC7\u0B9A\u0BCD\u0B9A\u0BAE\u0BCD","","","","","","","\u5206\u652F\u673A\u6784\u540D\u79F0"
"branchDetailsLabel","Branch Details","","","","","","","","","","","","","","","Butiran Cawangan","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F \u0B95\u0BC1\u0BB1\u0BBF\u0BAA\u0BCD\u0BAA\u0BC1\u0BB1\u0B95\u0BB3\u0BCD","","","","","","","\u5206\u652F\u673A\u6784\u8BE6\u60C5"
"deleteTheBranchLabel","Delete the Branch","","","","","","","","","","","","","","","Padam Cawangan","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","","","","","","","\u5220\u9664\u5206\u652F\u673A\u6784"
"searchBranchLabel","Search Branch","","","","","","","","","","","","","","","Cari Cawangan","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","","","","","","","\u641C\u7D22\u5206\u652F"
"confirmLabel","Confirm","","","","","","","","","","","","","","","Sahkan","","","","","","","","\u0BA8\u0BBF\u0BB1\u0BCD\u0BAA\u0BA4\u0BAE\u0BCD","","","","","","","\u786E\u8BA4"
"organizationAddedSuccessfullyLabel","Organization Added Successfully","","","","","","","","","","","","","","","Organisasi Berjaya Ditambah","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD\u0BA4\u0BBE\u0BA9\u0BA4\u0BC8 \u0B9A\u0BC6\u0BAF\u0BB2\u0BCD \u0B9A\u0BBF\u0BA4\u0BCD\u0BA4\u0BBF\u0BA4\u0BBE\u0B95\u0BCD\u0B95\u0BC1\u0BAE\u0BCD","","","","","","","\u7EC4\u7EC7\u6DFB\u52A0\u6210\u529F"
"organizationAlreadyExistsLabel","Organization already exists","","","","","","","","","","","","","","","Organisasi Sudah Wujud","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0B87\u0BB0\u0BC1\u0BA8\u0BCD\u0BA4\u0BC1 \u0BA4\u0BC7\u0BB1\u0BCD\u0BB1\u0BC1","","","","","","","\u7EC4\u7EC7\u5DF2\u5B58\u5728"
"addingOrganizationFailedLabel","Adding Organization Failed","","","","","","","","","","","","","","","Tambah Organisasi Gagal","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BA4\u0BC1\u0BA9\u0BCD\u0B9A\u0BBF \u0B95\u0BC6\u0BB3\u0BCD\u0BB5\u0BBF","","","","","","","\u6DFB\u52A0\u7EC4\u7EC7\u5931\u8D25"
"unexpectedErrorLabel","Unexpected Error","","","","","","","","","","","","","","","Ralat Tidak Dijangka","","","","","","","","\u0BA8\u0BBF\u0BAF\u0B95 \u0B9A\u0BC7\u0BAF\u0BCD\u0BA4\u0BBF\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BBF\u0B95\u0BCD\u0B95 \u0BAA\u0BCB\u0BB1\u0BBE\u0BB3\u0BCD\u0BB5\u0BC1","","","","","","","\u610F\u5916\u9519\u8BEF"
"organizationDoestNotExistLabel","Organization does not exist","","","","","","","","","","","","","","","Organisasi Tidak Wujud","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BC8 \u0B87\u0BB2\u0BCD\u0BB2\u0BC8","","","","","","","\u7EC4\u7EC7\u4E0D\u5B58\u5728"
"organizationUpdateFailedLabel","Organization Update Failed","","","","","","","","","","","","","","","Kemas Kini Organisasi Gagal","","","","","","","","\u0B85\u0BAA\u0BCD\u0BAA\u0B9F\u0BC7\u0B9F\u0BCD\u0B9F\u0BCD\u0B9F \u0B85\u0BB4\u0BBF\u0BAA\u0BCD\u0BAA\u0BA4\u0BC8","","","","","","","\u7EC4\u7EC7\u66F4\u65B0\u5931\u8D25"
"organizationRemovalFailedLabel","Organization Removal Failed","","","","","","","","","","","","","","","Penghapusan Organisasi Gagal","","","","","","","","\u0BA4\u0BBF\u0B9F\u0BC8\u0BB5\u0BB0\u0BCD \u0BA4\u0BC7\u0B9A\u0BCD\u0B9A\u0BBE\u0B95\u0BC1\u0BAE\u0BCD","","","","","","","\u7EC4\u7EC7\u5220\u9664\u5931\u8D25"
"organizationUpdatedSuccessfullyLabel","Organization Updated Successfully","","","","","","","","","","","","","","","Organisasi Berjaya Dikemas Kini","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD \u0B89\u0BA9\u0BCD\u0BA9 \u0BA4\u0BC7\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BAE\u0BCD","","","","","","","\u7EC4\u7EC7\u66F4\u65B0\u6210\u529F"
"organizationDeletedSuccessfullyLabel"," Organization Deleted Successfully","","","","","","","","","","","","","","","Organisasi Berjaya Dihapuskan","","","","","","","","\u0B95\u0BA4\u0BCD\u0BA4\u0BA4\u0BBF\u0BA9\u0BCD\u0BB5\u0BA9\u0BCD \u0B95\u0BBE\u0BA9\u0BBF \u0B95\u0BB3\u0BB5\u0BC1\u0BB2\u0BCD","","","","","","","\u7EC4\u7EC7\u5220\u9664\u6210\u529F"
"errorLabel","Error","","","","","","","","","","","","","","","Ralat","","","","","","","","\u0BA4\u0BC7\u0BAE\u0BCD\u0B95\u0BBF\u0B9F\u0BCD","","","","","","","\u9519\u8BEF"
